"day","temp_min","tem_avg","temp_max","temp_diff","precip_mm","month","year"
"1","0.4","1.0","1.6","+8.7","3.1",2,2008
"2","-0.5","0.5","1.3","+8.2","0.0",2,2008
"3","-1.7","0.1","1.5","+7.8","8.9",2,2008
"4","-2.0","-0.2","2.2","+7.5","0.0",2,2008
"5","-7.2","-3.0","0.6","+4.6","0.0",2,2008
"6","-3.5","-1.2","1.3","+6.4","1.8",2,2008
"7","1.0","2.0","3.3","+9.5","3.7",2,2008
"8","0.7","1.3","2.2","+8.7","6.1",2,2008
"9","0.7","1.2","2.1","+8.6","0.0",2,2008
"10","0.5","1.3","2.4","+8.6","0.0",2,2008
"11","-4.5","-1.2","1.2","+6.0","0.0",2,2008
"12","-3.6","-1.8","0.2","+5.3","0.0",2,2008
"13","-6.3","-4.4","-2.6","+2.7","0.0",2,2008
"14","-4.4","-3.0","-1.3","+4.0","0.9",2,2008
"15","-7.2","-6.0","-3.6","+0.9","0.9",2,2008
"16","-12.7","-10.2","-7.0","-3.5","0.5",2,2008
"17","-17.3","-12.3","-7.4","-5.7","0.0",2,2008
"18","-8.0","-4.3","-0.9","+2.2","4.5",2,2008
"19","-6.7","-4.3","-2.0","+2.1","0.9",2,2008
"20","-10.5","-7.2","-6.0","-1.0","0.7",2,2008
"21","-12.3","-6.8","-1.4","-0.7","0.0",2,2008
"22","-3.8","0.5","2.3","+6.4","1.9",2,2008
"23","1.0","3.0","5.4","+8.8","8.8",2,2008
"24","-1.0","0.5","1.8","+6.1","2.4",2,2008
"25","-0.6","3.0","4.4","+8.5","3.3",2,2008
"26","0.4","2.2","4.0","+7.5","1.7",2,2008
"27","0.2","1.8","3.7","+6.9","5.4",2,2008
"28","2.3","3.9","5.4","+8.8","1.1",2,2008
"29","-1.1","0.7","2.5","+5.5","2.4",2,2008
