"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","14.7","21.6","27.8","+9.4","0.0",5,2018
"2","14.0","21.9","28.4","+9.5","0.0",5,2018
"3","12.0","22.0","28.5","+9.4","0.0",5,2018
"4","12.3","21.4","29.3","+8.6","0.0",5,2018
"5","14.8","21.6","29.1","+8.6","0.0",5,2018
"6","14.5","22.0","29.0","+8.8","0.0",5,2018
"7","14.1","22.6","29.3","+9.2","0.0",5,2018
"8","14.5","21.5","28.9","+7.9","0.0",5,2018
"9","15.3","20.7","26.6","+7.0","0.0",5,2018
"10","11.2","15.6","25.4","+1.7","0.0",5,2018
"11","5.3","11.7","17.4","-2.4","0.0",5,2018
"12","8.2","11.2","17.2","-3.1","3.0",5,2018
"13","7.0","12.7","18.4","-1.7","0.0",5,2018
"14","11.0","16.0","22.0","+1.4","0.0",5,2018
"15","14.6","17.3","22.2","+2.5","10.0",5,2018
"16","15.4","19.9","26.2","+5.0","0.0",5,2018
"17","13.5","20.9","28.0","+5.8","0.0",5,2018
"18","14.6","20.7","26.4","+5.5","0.0",5,2018
"19","12.1","16.8","24.1","+1.4","13.0",5,2018
"20","12.6","16.9","22.1","+1.4","15.0",5,2018
"21","13.6","14.4","15.4","-1.3","9.0",5,2018
"22","13.2","17.1","23.3","+1.3","0.6",5,2018
"23","13.5","19.9","24.4","+4.0","0.0",5,2018
"24","16.5","19.3","23.5","+3.2","1.8",5,2018
"25","16.6","19.2","23.0","+3.0","0.0",5,2018
"26","9.8","15.1","20.4","-1.2","0.0",5,2018
"27","6.1","15.2","22.2","-1.3","0.0",5,2018
"28","11.2","17.1","22.3","+0.5","0.0",5,2018
"29","9.2","15.3","20.9","-1.4","0.0",5,2018
"30","11.5","18.7","26.8","+1.9","0.0",5,2018
"31","14.1","18.6","26.4","+1.7","0.0",5,2018
