"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","-1.2","0.8","2.8","+4.2","0.0",12,2005
"2","-1.3","0.8","3.3","+4.4","4.0",12,2005
"3","-4.3","-3.0","-1.3","+0.7","0.0",12,2005
"4","-4.4","-3.6","-2.0","+0.2","4.8",12,2005
"5","-3.9","-3.2","-2.6","+0.7","0.0",12,2005
"6","-4.8","-4.0","-2.9","+0.1","3.4",12,2005
"7","-5.0","-3.4","0.4","+0.8","0.9",12,2005
"8","0.4","1.3","1.9","+5.6","8.7",12,2005
"9","1.3","2.9","5.4","+7.3","2.7",12,2005
"10","-9.0","-4.9","2.0","-0.4","1.0",12,2005
"11","-7.1","-4.0","-2.2","+0.6","0.0",12,2005
"12","-3.3","-1.6","-0.4","+3.1","3.3",12,2005
"13","-0.4","1.2","2.1","+6.1","1.6",12,2005
"14","0.4","0.8","1.4","+5.8","0.0",12,2005
"15","-2.5","-1.4","0.9","+3.7","0.0",12,2005
"16","-4.0","-3.4","-2.5","+1.8","0.0",12,2005
"17","-3.4","-0.9","1.6","+4.4","5.2",12,2005
"18","-0.4","0.8","2.1","+6.2","4.8",12,2005
"19","-1.6","-1.2","-0.4","+4.3","17.7",12,2005
"20","-6.3","-3.1","-0.9","+2.5","5.9",12,2005
"21","-7.7","-6.6","-4.7","-0.9","0.9",12,2005
"22","-7.5","-6.1","-5.1","-0.3","0.2",12,2005
"23","-10.8","-8.7","-5.5","-2.9","0.0",12,2005
"24","-10.2","-9.0","-8.0","-3.1","0.3",12,2005
"25","-12.3","-9.0","-6.8","-3.0","0.2",12,2005
"26","-8.1","-7.1","-6.4","-1.0","0.0",12,2005
"27","-8.4","-7.6","-6.7","-1.4","2.0",12,2005
"28","-6.8","-2.8","0.1","+3.5","12.7",12,2005
"29","-0.1","0.6","0.9","+7.0","1.8",12,2005
"30","-3.3","-1.9","0.9","+4.5","0.0",12,2005
"31","-3.9","-2.5","-1.2","+4.0","0.0",12,2005
