"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","9.7","15.8","22.4","+3.7","0.0",5,2002
"2","9.1","15.9","22.5","+3.7","0.0",5,2002
"3","7.3","15.7","22.7","+3.3","0.0",5,2002
"4","6.3","15.6","24.0","+3.0","0.0",5,2002
"5","11.9","17.7","23.6","+4.9","0.0",5,2002
"6","6.8","17.1","25.8","+4.1","0.0",5,2002
"7","11.2","17.1","24.6","+4.0","0.0",5,2002
"8","6.5","12.2","17.5","-1.1","0.0",5,2002
"9","3.9","12.8","22.1","-0.7","0.0",5,2002
"10","13.4","17.4","21.6","+3.7","0.4",5,2002
"11","10.1","13.7","19.5","-0.1","0.0",5,2002
"12","0.5","9.5","14.9","-4.5","0.8",5,2002
"13","3.4","12.3","21.4","-1.9","0.0",5,2002
"14","10.7","16.6","22.5","+2.3","0.0",5,2002
"15","10.2","15.5","20.9","+1.0","0.0",5,2002
"16","12.8","17.3","23.2","+2.6","0.0",5,2002
"17","13.2","16.4","22.1","+1.6","0.0",5,2002
"18","11.9","14.3","18.1","-0.7","4.9",5,2002
"19","5.3","10.7","16.8","-4.4","0.0",5,2002
"20","1.9","5.2","10.1","-10.1","0.4",5,2002
"21","0.7","6.5","12.4","-9.0","0.0",5,2002
"22","5.5","12.5","21.3","-3.1","0.0",5,2002
"23","8.1","15.4","21.3","-0.4","0.0",5,2002
"24","8.2","16.7","24.8","+0.8","0.0",5,2002
"25","15.3","19.1","24.7","+3.0","0.0",5,2002
"26","3.4","13.6","21.0","-2.6","0.0",5,2002
"27","6.0","15.6","24.2","-0.8","0.0",5,2002
"28","11.2","16.2","22.6","-0.3","0.0",5,2002
"29","11.2","13.3","18.2","-3.3","6.6",5,2002
"30","8.7","15.1","21.5","-1.7","0.0",5,2002
"31","11.3","16.8","23.6","-0.1","0.0",5,2002
