"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","6.5","10.5","16.1","-5.4","0.0",9,2008
"2","3.6","11.2","19.6","-4.5","0.0",9,2008
"3","9.6","17.1","26.1","+1.6","0.0",9,2008
"4","14.4","21.2","28.5","+5.9","0.0",9,2008
"5","11.3","20.9","29.9","+5.8","0.0",9,2008
"6","10.8","20.8","31.2","+6.0","0.0",9,2008
"7","12.5","21.3","30.7","+6.7","0.0",9,2008
"8","11.0","21.2","31.2","+6.8","0.0",9,2008
"9","13.8","23.1","32.1","+8.9","0.0",9,2008
"10","12.2","19.7","30.7","+5.7","23.0",9,2008
"11","11.5","14.3","18.8","+0.5","15.9",9,2008
"12","10.0","11.0","11.8","-2.5","7.4",9,2008
"13","10.1","10.7","11.9","-2.6","2.3",9,2008
"14","8.5","9.2","10.2","-3.9","4.5",9,2008
"15","6.2","7.8","9.6","-5.1","0.8",9,2008
"16","7.0","8.9","10.9","-3.8","0.0",9,2008
"17","6.8","8.3","10.3","-4.2","0.0",9,2008
"18","5.7","9.3","13.6","-3.0","0.0",9,2008
"19","5.3","9.1","13.7","-2.9","0.4",9,2008
"20","8.4","10.7","15.6","-1.1","7.2",9,2008
"21","10.5","13.6","19.3","+2.0","0.0",9,2008
"22","9.5","13.1","18.4","+1.7","0.0",9,2008
"23","9.4","11.2","16.2","0.0","0.0",9,2008
"24","7.0","9.9","13.0","-1.1","2.4",9,2008
"25","7.5","9.6","12.5","-1.2","0.7",9,2008
"26","4.0","9.1","15.6","-1.4","0.0",9,2008
"27","0.6","8.0","12.6","-2.3","0.0",9,2008
"28","3.3","8.7","13.9","-1.4","0.0",9,2008
"29","7.4","11.4","17.5","+1.5","0.0",9,2008
"30","6.5","12.5","18.6","+2.8","0.0",9,2008
