"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","-4.2","-3.0","-1.6","-3.4","0.5",11,2016
"2","-5.3","-4.2","-1.8","-4.3","0.9",11,2016
"3","-5.1","-4.2","-3.2","-4.0","0.3",11,2016
"4","-4.6","-3.2","-0.7","-2.7","7.0",11,2016
"5","-1.8","-0.3","0.6","+0.5","3.0",11,2016
"6","-5.8","-4.2","-1.7","-3.1","0.9",11,2016
"7","-6.6","-3.7","-2.0","-2.3","5.0",11,2016
"8","-2.1","0.9","6.4","+2.5","14.0",11,2016
"9","-5.2","-1.0","4.8","+0.9","0.0",11,2016
"10","-7.8","-6.4","-5.2","-4.2","0.0",11,2016
"11","-6.8","-2.5","0.4","-0.1","10.8",11,2016
"12","-2.1","0.6","1.4","+3.3","2.0",11,2016
"13","-3.7","-3.0","-2.1","0.0","0.7",11,2016
"14","-7.3","-3.9","-2.1","-0.7","0.0",11,2016
"15","-15.6","-13.2","-7.3","-9.7","0.0",11,2016
"16","-13.7","-10.6","-8.7","-6.9","0.2",11,2016
"17","-9.8","-7.0","-4.7","-3.1","0.6",11,2016
"18","-10.1","-7.7","-6.2","-3.5","0.0",11,2016
"19","-11.1","-9.7","-7.1","-5.3","0.0",11,2016
"20","-11.2","-10.2","-9.0","-5.6","0.0",11,2016
"21","-10.6","-8.7","-6.2","-3.9","0.0",11,2016
"22","-8.9","-6.9","-3.9","-1.9","0.0",11,2016
"23","-5.9","-4.1","-1.6","+1.1","0.0",11,2016
"24","-6.5","-4.1","-2.2","+1.3","0.0",11,2016
"25","-3.2","-2.1","-0.5","+3.5","0.0",11,2016
"26","-3.9","-2.2","-1.1","+3.6","3.0",11,2016
"27","-5.8","-3.6","-1.0","+2.4","3.2",11,2016
"28","-1.0","0.7","1.2","+6.9","5.3",11,2016
"29","-2.8","0.3","2.0","+6.7","1.6",11,2016
"30","-14.8","-10.4","-2.8","-3.8","2.3",11,2016
