"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","2.0","4.1","6.6","-3.6","0.0",10,2001
"2","-0.5","4.8","8.9","-2.7","0.0",10,2001
"3","4.3","5.6","8.2","-1.6","17.1",10,2001
"4","6.4","10.7","14.9","+3.7","0.0",10,2001
"5","7.2","10.4","14.7","+3.6","0.0",10,2001
"6","8.3","10.2","12.4","+3.7","2.7",10,2001
"7","5.5","9.0","10.8","+2.7","1.7",10,2001
"8","-0.8","2.1","5.6","-3.9","0.0",10,2001
"9","-1.8","2.2","6.7","-3.6","0.0",10,2001
"10","3.0","7.8","12.2","+2.3","4.4",10,2001
"11","8.5","10.2","11.0","+4.9","13.3",10,2001
"12","2.3","3.9","10.7","-1.1","8.3",10,2001
"13","4.6","6.8","9.5","+2.0","22.1",10,2001
"14","6.2","7.2","8.2","+2.7","0.0",10,2001
"15","4.5","5.7","7.3","+1.5","0.4",10,2001
"16","1.8","3.4","5.0","-0.6","0.9",10,2001
"17","1.8","4.1","6.5","+0.4","3.1",10,2001
"18","0.6","2.0","6.3","-1.4","0.0",10,2001
"19","-0.1","2.3","6.2","-0.9","0.0",10,2001
"20","1.3","4.5","5.1","+1.6","13.7",10,2001
"21","0.0","1.6","4.0","-1.0","2.2",10,2001
"22","-0.2","0.4","3.2","-2.0","0.5",10,2001
"23","-0.8","-0.3","0.9","-2.4","0.3",10,2001
"24","-1.6","-0.5","0.4","-2.3","0.0",10,2001
"25","-4.9","-2.9","0.1","-4.4","0.0",10,2001
"26","-6.1","-4.6","-2.9","-5.8","0.0",10,2001
"27","-6.4","-3.1","0.7","-4.1","0.4",10,2001
"28","0.2","2.0","3.8","+1.3","1.2",10,2001
"29","-0.1","2.9","7.3","+2.5","0.0",10,2001
"30","0.0","2.3","4.8","+2.2","0.0",10,2001
"31","1.4","2.4","3.0","+2.6","1.0",10,2001
