"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","-19.8","-18.0","-15.5","-8.1","0.0",1,2016
"2","-21.9","-20.3","-18.1","-10.4","0.3",1,2016
"3","-21.8","-18.5","-13.2","-8.5","5.0",1,2016
"4","-20.0","-15.9","-11.9","-5.9","7.0",1,2016
"5","-17.6","-15.0","-11.9","-5.0","1.0",1,2016
"6","-16.2","-13.7","-12.3","-3.6","0.3",1,2016
"7","-18.6","-14.8","-10.9","-4.7","3.4",1,2016
"8","-12.8","-11.1","-9.1","-1.0","0.6",1,2016
"9","-11.1","-6.8","-4.7","+3.4","2.0",1,2016
"10","-4.7","-3.1","-2.0","+7.1","8.0",1,2016
"11","-13.5","-8.5","-3.4","+1.7","2.0",1,2016
"12","-22.2","-19.9","-13.5","-9.6","0.0",1,2016
"13","-22.2","-15.3","-9.5","-5.0","7.0",1,2016
"14","-9.5","-6.2","-4.6","+4.1","3.0",1,2016
"15","-6.0","-4.9","-2.9","+5.5","0.5",1,2016
"16","-15.8","-13.1","-4.2","-2.7","0.0",1,2016
"17","-18.7","-13.9","-8.6","-3.5","3.0",1,2016
"18","-8.6","-5.1","-2.4","+5.4","12.0",1,2016
"19","-7.1","-5.2","-3.5","+5.3","4.0",1,2016
"20","-7.1","-4.8","-3.0","+5.7","2.9",1,2016
"21","-9.4","-6.0","-2.5","+4.6","8.0",1,2016
"22","-15.4","-12.1","-8.6","-1.5","0.0",1,2016
"23","-12.9","-8.1","-6.4","+2.5","7.0",1,2016
"24","-17.7","-11.1","-7.0","-0.4","2.0",1,2016
"25","-24.3","-21.9","-17.7","-11.2","0.0",1,2016
"26","-25.9","-24.4","-20.9","-13.7","0.0",1,2016
"27","-27.1","-24.8","-22.1","-14.0","0.0",1,2016
"28","-23.0","-19.8","-16.6","-9.0","0.0",1,2016
"29","-17.1","-14.4","-11.2","-3.6","4.0",1,2016
"30","-11.2","-6.5","-0.4","+4.4","2.6",1,2016
"31","-1.8","0.2","2.6","+11.1","0.5",1,2016
