"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","12.2","22.3","31.7","+6.2","0.4",6,2007
"2","5.2","10.5","15.0","-5.8","0.0",6,2007
"3","7.3","11.0","14.5","-5.4","0.0",6,2007
"4","2.1","10.5","17.4","-6.1","0.0",6,2007
"5","7.9","11.8","16.2","-4.9","0.0",6,2007
"6","4.2","11.0","16.9","-5.8","0.0",6,2007
"7","9.7","12.5","16.9","-4.5","7.4",6,2007
"8","9.0","11.4","14.9","-5.7","0.0",6,2007
"9","8.9","11.1","13.9","-6.1","1.7",6,2007
"10","5.9","9.0","12.5","-8.4","0.4",6,2007
"11","4.6","10.0","15.4","-7.5","0.0",6,2007
"12","8.8","13.7","18.9","-3.9","0.0",6,2007
"13","7.9","16.2","23.4","-1.5","0.0",6,2007
"14","12.2","21.1","28.0","+3.3","0.0",6,2007
"15","15.7","23.4","30.0","+5.5","0.0",6,2007
"16","19.4","22.0","26.5","+3.9","0.0",6,2007
"17","11.7","15.2","22.4","-3.0","0.0",6,2007
"18","12.2","18.7","27.8","+0.4","4.6",6,2007
"19","18.2","22.0","26.6","+3.6","0.0",6,2007
"20","14.5","20.3","26.2","+1.8","12.7",6,2007
"21","17.6","19.8","25.3","+1.2","1.4",6,2007
"22","10.4","14.1","18.8","-4.6","15.5",6,2007
"23","9.2","13.5","16.3","-5.2","0.0",6,2007
"24","8.9","15.1","20.5","-3.7","0.0",6,2007
"25","11.5","17.0","21.3","-1.9","0.0",6,2007
"26","13.2","19.2","24.4","+0.2","0.0",6,2007
"27","13.5","20.7","25.7","+1.6","0.0",6,2007
"28","16.8","21.5","27.0","+2.3","0.4",6,2007
"29","16.4","22.2","28.0","+3.0","0.0",6,2007
"30","18.3","25.0","31.0","+5.7","0.0",6,2007
