"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","4.9","6.8","8.6","+6.4","3.4",4,2009
"2","3.4","3.9","5.6","+3.2","4.7",4,2009
"3","-0.6","0.5","3.6","-0.6","0.5",4,2009
"4","-1.8","-0.9","1.2","-2.3","0.2",4,2009
"5","-4.5","-1.5","1.8","-3.3","0.0",4,2009
"6","-2.2","0.0","3.5","-2.1","0.0",4,2009
"7","-1.6","0.1","2.9","-2.3","0.4",4,2009
"8","-6.8","-3.7","0.5","-6.5","0.0",4,2009
"9","-5.1","-2.4","0.8","-5.5","0.0",4,2009
"10","-5.5","-1.6","2.5","-5.0","0.0",4,2009
"11","-3.5","1.1","6.7","-2.7","0.0",4,2009
"12","-2.6","3.3","10.0","-0.8","0.0",4,2009
"13","2.9","5.4","9.1","+1.0","0.0",4,2009
"14","1.0","5.7","10.8","+1.0","0.0",4,2009
"15","1.4","7.2","14.9","+2.1","0.0",4,2009
"16","3.8","8.7","14.4","+3.3","0.0",4,2009
"17","-4.0","0.0","12.0","-5.7","2.1",4,2009
"18","-2.6","1.8","10.4","-4.2","0.0",4,2009
"19","-0.6","3.2","11.7","-3.1","4.7",4,2009
"20","-1.0","1.5","4.9","-5.1","0.0",4,2009
"21","-1.5","0.6","2.7","-6.3","0.6",4,2009
"22","-3.7","-2.8","-1.4","-10.0","4.6",4,2009
"23","-2.2","0.0","4.1","-7.5","0.0",4,2009
"24","-0.4","4.3","10.7","-3.5","0.0",4,2009
"25","-0.3","4.4","9.3","-3.6","0.0",4,2009
"26","2.1","5.5","10.4","-2.8","0.4",4,2009
"27","3.4","11.2","20.1","+2.6","0.0",4,2009
"28","10.2","15.0","20.9","+6.1","0.0",4,2009
"29","12.0","17.2","23.7","+8.0","0.0",4,2009
"30","12.0","16.0","22.5","+6.6","0.0",4,2009
