"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","9.4","11.8","14.8","-4.3","6.6",9,2008
"2","6.6","10.5","15.0","-5.4","0.0",9,2008
"3","7.8","12.6","16.1","-3.1","0.4",9,2008
"4","11.5","16.5","23.4","+1.0","0.0",9,2008
"5","13.0","19.1","27.4","+3.8","0.0",9,2008
"6","13.7","20.6","29.5","+5.5","0.0",9,2008
"7","14.5","21.1","30.0","+6.2","0.0",9,2008
"8","15.5","21.2","29.8","+6.5","0.0",9,2008
"9","15.6","22.0","29.6","+7.6","0.0",9,2008
"10","10.4","14.1","26.2","-0.1","0.7",9,2008
"11","6.0","11.0","16.7","-3.0","0.0",9,2008
"12","10.5","12.2","15.2","-1.6","0.6",9,2008
"13","12.5","13.6","16.0","0.0","9.2",9,2008
"14","11.0","12.9","15.5","-0.4","7.7",9,2008
"15","10.9","12.3","14.7","-0.8","22.7",9,2008
"16","7.5","9.7","11.7","-3.2","19.2",9,2008
"17","3.3","7.2","10.6","-5.4","0.0",9,2008
"18","5.8","8.9","12.3","-3.5","0.0",9,2008
"19","7.8","11.0","15.3","-1.2","0.0",9,2008
"20","9.4","11.8","15.2","-0.1","0.0",9,2008
"21","3.8","8.6","14.0","-3.1","0.0",9,2008
"22","5.0","9.9","15.6","-1.5","0.0",9,2008
"23","5.7","10.0","15.6","-1.2","0.0",9,2008
"24","6.1","9.7","15.3","-1.2","0.0",9,2008
"25","8.6","10.7","13.5","0.0","0.0",9,2008
"26","4.2","7.9","12.6","-2.5","0.0",9,2008
"27","0.5","3.8","7.1","-6.4","0.0",9,2008
"28","2.0","4.1","8.3","-5.8","0.0",9,2008
"29","5.0","8.5","14.0","-1.1","0.0",9,2008
"30","9.9","11.7","15.0","+2.3","0.0",9,2008
