"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","17.0","21.0","26.6","+4.9","0.0",9,2004
"2","15.6","20.3","25.6","+4.4","0.0",9,2004
"3","12.3","19.5","26.9","+3.8","0.0",9,2004
"4","9.7","14.8","23.0","-0.7","9.8",9,2004
"5","3.2","8.3","14.5","-7.0","0.0",9,2004
"6","5.5","8.6","12.9","-6.5","0.0",9,2004
"7","6.2","12.6","21.0","-2.3","0.0",9,2004
"8","11.0","15.5","19.0","+0.8","0.0",9,2004
"9","9.9","13.2","17.9","-1.2","2.6",9,2004
"10","9.2","10.5","12.6","-3.7","5.0",9,2004
"11","7.0","11.0","15.6","-3.0","0.0",9,2004
"12","6.9","11.8","18.0","-2.0","0.0",9,2004
"13","11.0","14.4","19.2","+0.8","0.0",9,2004
"14","13.6","17.0","21.7","+3.7","0.6",9,2004
"15","13.0","17.1","22.6","+4.0","0.0",9,2004
"16","10.5","16.0","24.4","+3.1","0.0",9,2004
"17","13.0","19.7","26.5","+7.1","0.0",9,2004
"18","10.4","14.0","21.9","+1.6","2.7",9,2004
"19","5.0","10.3","16.0","-1.9","0.0",9,2004
"20","7.3","13.5","19.4","+1.6","0.0",9,2004
"21","8.6","14.1","21.8","+2.4","0.0",9,2004
"22","9.6","15.0","23.5","+3.6","0.3",9,2004
"23","11.6","18.3","25.6","+7.1","0.0",9,2004
"24","11.0","15.4","21.9","+4.5","2.9",9,2004
"25","10.6","13.1","17.3","+2.4","13.3",9,2004
"26","10.8","13.8","19.5","+3.4","0.7",9,2004
"27","11.6","15.7","23.1","+5.5","0.0",9,2004
"28","14.7","19.3","24.4","+9.4","0.0",9,2004
"29","16.1","17.5","21.4","+7.9","9.4",9,2004
"30","10.3","14.6","18.5","+5.2","0.0",9,2004
