"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","11.9","16.7","25.7","0.0","33.0",9,2016
"2","9.9","11.7","13.6","-4.7","17.0",9,2016
"3","12.9","15.1","17.7","-1.1","0.7",9,2016
"4","10.7","16.5","22.2","+0.5","0.0",9,2016
"5","13.1","17.3","22.9","+1.5","0.0",9,2016
"6","17.1","19.1","21.8","+3.5","0.0",9,2016
"7","11.3","14.5","18.9","-0.8","0.0",9,2016
"8","9.8","12.6","16.0","-2.5","2.3",9,2016
"9","10.9","12.5","16.0","-2.4","1.8",9,2016
"10","11.6","12.9","15.5","-1.8","2.0",9,2016
"11","9.7","11.5","14.1","-2.9","0.4",9,2016
"12","9.6","11.0","12.9","-3.2","0.3",9,2016
"13","7.8","11.8","17.5","-2.2","8.0",9,2016
"14","7.3","11.1","14.3","-2.7","0.3",9,2016
"15","8.4","9.5","11.1","-4.0","4.4",9,2016
"16","5.1","9.7","13.6","-3.6","1.3",9,2016
"17","8.5","10.0","11.5","-3.1","3.3",9,2016
"18","7.7","10.2","13.8","-2.6","1.1",9,2016
"19","8.8","9.8","11.4","-2.8","1.3",9,2016
"20","8.1","9.6","11.8","-2.8","0.0",9,2016
"21","8.4","9.9","11.2","-2.3","20.0",9,2016
"22","11.2","14.9","19.9","+3.0","4.4",9,2016
"23","7.3","11.8","15.4","+0.1","0.0",9,2016
"24","12.3","15.4","20.6","+3.9","0.0",9,2016
"25","11.5","16.0","21.4","+4.8","0.0",9,2016
"26","10.3","12.5","17.6","+1.5","1.0",9,2016
"27","9.9","10.5","12.9","-0.3","9.0",9,2016
"28","9.1","10.4","13.3","-0.1","18.0",9,2016
"29","8.5","10.1","12.8","-0.2","3.6",9,2016
"30","7.5","10.0","13.3","-0.1","0.0",9,2016
