"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","2.7","3.3","3.8","+9.3","1.7",12,2009
"2","-0.2","0.5","2.7","+6.7","0.0",12,2009
"3","0.4","1.1","2.1","+7.5","0.0",12,2009
"4","-0.8","0.1","0.8","+6.6","0.0",12,2009
"5","-4.1","-1.4","0.5","+5.3","0.3",12,2009
"6","-10.4","-7.3","-4.1","-0.5","0.0",12,2009
"7","-15.0","-13.0","-10.4","-6.0","0.0",12,2009
"8","-13.0","-11.5","-9.0","-4.4","0.0",12,2009
"9","-12.3","-10.3","-7.4","-3.0","0.0",12,2009
"10","-10.0","-8.4","-6.8","-1.0","0.0",12,2009
"11","-11.2","-10.0","-8.3","-2.4","0.5",12,2009
"12","-13.3","-11.6","-9.4","-3.9","0.0",12,2009
"13","-11.9","-10.5","-8.8","-2.6","1.6",12,2009
"14","-13.4","-10.4","-8.4","-2.4","0.3",12,2009
"15","-25.9","-23.1","-13.4","-15.0","0.0",12,2009
"16","-28.4","-26.6","-24.4","-18.3","0.0",12,2009
"17","-29.1","-27.2","-23.4","-18.8","0.0",12,2009
"18","-29.0","-25.6","-20.9","-17.1","0.0",12,2009
"19","-20.9","-16.7","-12.3","-8.0","0.0",12,2009
"20","-18.7","-16.6","-14.7","-7.8","0.0",12,2009
"21","-18.2","-14.8","-8.7","-5.9","0.2",12,2009
"22","-8.7","-7.2","-5.0","+1.9","17.6",12,2009
"23","-15.5","-12.0","-5.0","-2.8","0.0",12,2009
"24","-17.0","-12.8","-8.5","-3.5","0.2",12,2009
"25","-8.8","-5.1","-4.0","+4.3","1.0",12,2009
"26","-4.0","-3.2","-2.4","+6.3","1.9",12,2009
"27","-4.6","-3.0","-1.0","+6.6","4.8",12,2009
"28","-1.2","0.7","1.2","+10.4","1.3",12,2009
"29","-6.2","-2.5","0.3","+7.4","8.8",12,2009
"30","-3.0","-1.0","0.4","+9.0","3.6",12,2009
"31","-3.2","-2.0","-0.7","+8.1","0.0",12,2009
