"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","17.5","23.3","28.8","+4.7","0.1",7,2003
"2","17.0","21.6","28.1","+3.0","3.7",7,2003
"3","16.1","21.1","27.6","+2.4","6.1",7,2003
"4","16.7","19.7","25.4","+1.0","40.0",7,2003
"5","14.3","20.3","27.1","+1.6","0.0",7,2003
"6","17.2","22.2","27.8","+3.4","0.0",7,2003
"7","17.2","21.9","26.3","+3.1","11.1",7,2003
"8","18.4","23.0","28.1","+4.2","0.0",7,2003
"9","19.1","23.6","27.9","+4.8","0.0",7,2003
"10","13.7","17.4","24.3","-1.4","0.0",7,2003
"11","11.1","16.2","21.2","-2.6","0.0",7,2003
"12","12.4","17.3","22.7","-1.5","0.0",7,2003
"13","11.2","18.6","24.5","-0.2","0.0",7,2003
"14","13.6","17.1","23.0","-1.7","3.6",7,2003
"15","11.2","14.2","18.6","-4.5","0.9",7,2003
"16","12.0","15.5","19.9","-3.2","4.6",7,2003
"17","13.3","18.1","23.4","-0.6","0.0",7,2003
"18","14.1","20.4","26.6","+1.8","0.0",7,2003
"19","14.3","20.5","27.1","+1.9","0.0",7,2003
"20","11.6","14.6","19.7","-3.9","3.2",7,2003
"21","8.1","13.7","19.1","-4.8","0.0",7,2003
"22","8.2","17.0","25.6","-1.4","0.0",7,2003
"23","17.2","19.1","24.6","+0.7","5.6",7,2003
"24","14.6","18.0","21.9","-0.3","1.6",7,2003
"25","12.9","19.5","25.4","+1.3","0.0",7,2003
"26","14.5","20.8","28.2","+2.7","0.0",7,2003
"27","17.0","22.6","28.6","+4.6","0.0",7,2003
"28","17.0","22.1","27.5","+4.2","0.0",7,2003
"29","16.4","20.5","25.9","+2.7","0.7",7,2003
"30","12.7","14.7","19.7","-3.0","1.6",7,2003
"31","12.0","15.1","18.1","-2.5","0.0",7,2003
