"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","-8.2","-1.3","7.3","+6.8","0.0",3,2015
"2","-7.6","-0.7","7.4","+7.1","0.0",3,2015
"3","-10.5","-3.0","4.1","+4.5","0.0",3,2015
"4","-11.1","-4.0","3.7","+3.2","0.0",3,2015
"5","-9.6","-3.8","2.6","+3.1","0.0",3,2015
"6","-8.9","-5.2","-1.1","+1.4","0.0",3,2015
"7","-8.6","-6.5","-4.3","-0.2","0.0",3,2015
"8","-16.1","-10.7","-4.5","-4.6","0.0",3,2015
"9","-15.3","-7.3","3.1","-1.5","0.0",3,2015
"10","-2.3","-0.5","3.2","+5.0","1.0",3,2015
"11","-3.0","0.3","5.2","+5.5","0.0",3,2015
"12","-0.3","0.7","2.0","+5.6","0.2",3,2015
"13","-1.5","0.8","3.2","+5.4","2.0",3,2015
"14","-1.7","0.9","4.8","+5.2","0.0",3,2015
"15","-1.5","0.6","3.3","+4.6","0.0",3,2015
"16","-6.0","-3.0","0.5","+0.8","2.0",3,2015
"17","-5.5","-0.2","7.9","+3.3","0.0",3,2015
"18","-0.9","4.2","10.6","+7.4","0.0",3,2015
"19","-1.0","4.1","8.7","+7.0","0.0",3,2015
"20","-0.7","3.7","8.6","+6.3","0.0",3,2015
"21","0.1","3.8","7.9","+6.2","0.0",3,2015
"22","-0.7","2.2","6.4","+4.3","0.0",3,2015
"23","-3.9","-2.0","2.4","-0.2","0.6",3,2015
"24","-9.1","-5.3","-0.9","-3.8","0.0",3,2015
"25","-6.8","-4.0","0.3","-2.7","0.0",3,2015
"26","-7.6","-4.1","0.0","-3.1","1.0",3,2015
"27","-11.6","-6.6","-2.2","-5.9","0.0",3,2015
"28","-12.4","-8.1","-4.0","-7.7","0.0",3,2015
"29","-12.4","-4.5","4.2","-4.3","0.0",3,2015
"30","-6.7","-1.7","4.5","-1.8","0.0",3,2015
"31","-5.6","0.7","8.6","+0.3","0.0",3,2015
