"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","-9.2","-7.2","-4.7","+2.1","0.2",12,2011
"2","-6.3","-5.4","-4.6","+4.0","0.2",12,2011
"3","-7.5","-6.7","-5.6","+2.9","0.0",12,2011
"4","-9.5","-8.0","-6.3","+1.7","0.0",12,2011
"5","-9.2","-6.1","-3.6","+3.7","0.0",12,2011
"6","-4.4","-0.7","1.6","+9.3","0.0",12,2011
"7","-1.9","0.7","2.2","+10.8","0.0",12,2011
"8","-5.0","-2.9","-1.0","+7.3","0.0",12,2011
"9","-12.4","-8.1","-3.0","+2.3","0.0",12,2011
"10","-15.7","-11.8","-7.5","-1.3","0.0",12,2011
"11","-16.2","-13.0","-9.5","-2.4","0.0",12,2011
"12","-17.8","-16.0","-13.5","-5.3","0.0",12,2011
"13","-21.5","-20.2","-17.7","-9.4","0.0",12,2011
"14","-21.8","-19.6","-16.4","-8.7","0.0",12,2011
"15","-18.0","-15.6","-12.2","-4.6","0.0",12,2011
"16","-13.8","-10.4","-8.2","+0.7","0.4",12,2011
"17","-8.6","-6.4","-3.4","+4.8","0.0",12,2011
"18","-6.3","-4.7","-2.0","+6.6","0.0",12,2011
"19","-8.8","-7.1","-5.1","+4.3","0.0",12,2011
"20","-8.6","-5.9","-4.2","+5.6","0.0",12,2011
"21","-6.9","-2.4","-0.2","+9.2","0.0",12,2011
"22","-2.9","-2.0","-1.4","+9.7","0.0",12,2011
"23","-11.6","-8.4","-1.4","+3.3","0.0",12,2011
"24","-9.0","-6.7","-5.3","+5.1","0.0",12,2011
"25","-8.3","-7.7","-6.3","+4.2","0.4",12,2011
"26","-12.2","-10.5","-7.9","+1.4","0.0",12,2011
"27","-12.3","-9.4","-7.7","+2.6","0.5",12,2011
"28","-8.9","-6.8","-3.6","+5.3","2.4",12,2011
"29","-5.8","-3.3","-1.8","+8.8","0.5",12,2011
"30","-6.0","-4.6","-3.6","+7.6","0.4",12,2011
"31","-6.0","-5.1","-4.2","+7.1","0.0",12,2011
