"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","-22.1","-18.5","-13.5","-8.9","0.2",3,2018
"2","-19.9","-15.7","-13.2","-6.3","1.0",3,2018
"3","-18.1","-15.9","-12.6","-6.8","0.2",3,2018
"4","-18.4","-14.3","-7.5","-5.5","0.0",3,2018
"5","-24.6","-17.8","-8.5","-9.3","0.0",3,2018
"6","-22.5","-13.9","-1.9","-5.6","0.0",3,2018
"7","-15.2","-6.6","4.5","+1.4","0.0",3,2018
"8","-7.2","-1.6","4.0","+6.1","0.0",3,2018
"9","-17.6","-10.5","-5.2","-3.0","0.0",3,2018
"10","-14.1","-10.5","-5.2","-3.3","1.4",3,2018
"11","-13.8","-8.9","-5.7","-2.0","0.3",3,2018
"12","-18.1","-12.1","-8.0","-5.4","0.0",3,2018
"13","-21.0","-14.5","-8.1","-8.1","0.0",3,2018
"14","-22.2","-13.9","-4.3","-7.8","0.0",3,2018
"15","-18.0","-7.6","3.0","-1.7","0.0",3,2018
"16","-2.5","-0.9","3.2","+4.7","0.0",3,2018
"17","-2.6","0.8","7.0","+6.2","0.0",3,2018
"18","-7.6","-0.8","6.9","+4.3","0.0",3,2018
"19","-6.4","0.3","7.5","+5.2","0.0",3,2018
"20","-3.6","1.7","6.9","+6.3","0.0",3,2018
"21","-9.5","-3.4","2.5","+1.0","0.0",3,2018
"22","-4.0","-1.1","2.5","+3.0","5.0",3,2018
"23","-1.0","4.5","13.2","+8.4","0.5",3,2018
"24","2.3","5.0","10.4","+8.7","4.0",3,2018
"25","-2.3","1.5","8.7","+4.9","0.6",3,2018
"26","-4.3","-2.5","0.4","+0.7","1.4",3,2018
"27","-4.2","-1.4","2.3","+1.5","0.0",3,2018
"28","-0.7","1.7","5.2","+4.4","0.0",3,2018
"29","-2.9","3.4","9.8","+5.9","0.0",3,2018
"30","-2.2","2.8","8.9","+5.0","0.3",3,2018
"31","-6.5","-3.8","3.5","-1.8","1.0",3,2018
