"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","9.8","13.0","16.7","-5.0","0.0",7,2001
"2","8.5","10.5","14.2","-7.6","1.4",7,2001
"3","6.4","13.5","19.5","-4.7","1.3",7,2001
"4","6.4","14.7","21.7","-3.6","0.0",7,2001
"5","9.4","15.7","22.0","-2.6","0.0",7,2001
"6","12.3","18.3","23.6","-0.1","0.0",7,2001
"7","11.7","20.7","28.7","+2.2","0.0",7,2001
"8","13.5","23.2","30.0","+4.7","0.0",7,2001
"9","16.6","20.7","28.4","+2.1","0.0",7,2001
"10","10.9","19.5","27.4","+0.8","0.0",7,2001
"11","15.2","20.0","26.0","+1.3","0.0",7,2001
"12","10.7","17.0","23.1","-1.7","3.2",7,2001
"13","15.3","17.1","23.0","-1.7","21.0",7,2001
"14","8.8","15.7","22.6","-3.1","0.0",7,2001
"15","13.7","18.7","24.5","-0.1","0.8",7,2001
"16","12.4","18.0","24.5","-0.8","0.0",7,2001
"17","11.8","19.6","26.5","+0.8","0.6",7,2001
"18","14.0","21.6","28.6","+2.8","0.0",7,2001
"19","16.0","22.1","28.0","+3.3","0.0",7,2001
"20","17.5","20.9","25.7","+2.2","0.4",7,2001
"21","12.2","16.0","21.5","-2.7","7.0",7,2001
"22","9.5","12.8","15.7","-5.9","9.4",7,2001
"23","9.6","11.6","15.2","-7.0","0.4",7,2001
"24","10.5","14.5","20.6","-4.1","1.0",7,2001
"25","16.0","18.6","23.3","+0.1","5.3",7,2001
"26","9.8","16.1","22.7","-2.3","0.7",7,2001
"27","12.4","16.6","21.1","-1.8","0.6",7,2001
"28","10.4","15.8","20.5","-2.5","0.0",7,2001
"29","12.8","16.0","20.5","-2.2","0.0",7,2001
"30","12.9","15.5","19.0","-2.6","1.3",7,2001
"31","14.6","18.2","25.1","+0.2","0.0",7,2001
