"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","8.2","17.4","24.9","-1.8","0.0",6,2003
"2","12.0","17.5","24.1","-1.9","0.0",6,2003
"3","10.3","17.3","23.0","-2.2","0.0",6,2003
"4","4.3","11.4","20.0","-8.3","0.0",6,2003
"5","3.4","12.3","21.0","-7.5","0.0",6,2003
"6","14.8","18.9","24.8","-1.1","0.0",6,2003
"7","16.7","18.9","22.5","-1.2","7.5",6,2003
"8","15.6","20.6","25.6","+0.4","0.0",6,2003
"9","15.0","20.4","26.9","0.0","0.0",6,2003
"10","12.4","21.0","28.1","+0.5","0.0",6,2003
"11","14.0","22.0","29.0","+1.4","0.0",6,2003
"12","14.1","20.4","28.0","-0.3","0.0",6,2003
"13","14.4","18.3","24.5","-2.6","7.8",6,2003
"14","12.8","20.0","27.5","-1.0","0.0",6,2003
"15","14.2","19.8","25.3","-1.3","0.0",6,2003
"16","15.1","20.9","27.0","-0.3","0.0",6,2003
"17","16.8","19.4","25.3","-1.9","1.9",6,2003
"18","11.8","16.5","22.6","-4.9","0.0",6,2003
"19","10.7","17.7","23.5","-3.8","0.0",6,2003
"20","11.5","19.0","24.9","-2.6","0.0",6,2003
"21","11.8","19.3","27.4","-2.4","0.0",6,2003
"22","16.3","19.9","25.3","-1.8","1.4",6,2003
"23","11.3","17.6","22.9","-4.2","0.0",6,2003
"24","11.6","16.9","24.7","-5.0","3.5",6,2003
"25","15.4","19.6","24.5","-2.4","0.0",6,2003
"26","16.9","19.0","24.8","-3.1","2.0",6,2003
"27","14.2","17.7","22.2","-4.4","1.2",6,2003
"28","15.3","20.3","25.4","-1.9","0.0",6,2003
"29","14.7","18.1","23.9","-4.1","7.2",6,2003
"30","14.1","17.4","25.0","-4.9","3.1",6,2003
