"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","-13.7","-4.1","3.1","-5.6","0.0",4,2005
"2","-15.7","-5.3","2.7","-7.2","0.0",4,2005
"3","-4.7","0.6","5.4","-1.6","0.0",4,2005
"4","-2.9","1.5","4.5","-1.0","0.0",4,2005
"5","-1.4","4.0","11.6","+1.2","0.0",4,2005
"6","2.8","7.5","12.9","+4.4","0.0",4,2005
"7","2.1","6.6","11.7","+3.2","0.0",4,2005
"8","-1.0","4.6","11.2","+0.9","0.0",4,2005
"9","3.3","7.4","13.1","+3.4","0.0",4,2005
"10","3.2","8.7","13.9","+4.4","0.0",4,2005
"11","5.3","8.6","12.8","+4.0","1.8",4,2005
"12","2.1","3.6","5.4","-1.3","6.6",4,2005
"13","-0.2","5.8","12.6","+0.7","0.0",4,2005
"14","3.5","10.7","17.3","+5.3","0.0",4,2005
"15","6.0","9.7","14.3","+4.0","0.0",4,2005
"16","4.9","11.7","19.8","+5.7","0.0",4,2005
"17","8.3","11.4","16.7","+5.2","0.8",4,2005
"18","4.9","6.8","10.2","+0.3","1.0",4,2005
"19","-2.4","3.2","7.1","-3.6","2.0",4,2005
"20","4.1","9.9","14.1","+2.9","22.3",4,2005
"21","-0.4","3.0","7.2","-4.3","2.0",4,2005
"22","2.0","3.4","6.4","-4.1","1.4",4,2005
"23","3.4","5.0","7.5","-2.8","24.8",4,2005
"24","5.9","7.3","8.7","-0.7","0.0",4,2005
"25","2.8","5.7","8.7","-2.5","0.4",4,2005
"26","-1.8","4.1","9.5","-4.4","0.0",4,2005
"27","-2.2","6.4","14.0","-2.3","0.0",4,2005
"28","1.0","9.5","15.7","+0.6","0.0",4,2005
"29","3.5","10.2","15.9","+1.0","0.0",4,2005
"30","4.3","11.3","18.3","+1.9","0.0",4,2005
