"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","-25.5","-22.8","-7.1","-13.6","0.4",1,2003
"2","-26.0","-21.0","-13.2","-11.7","0.0",1,2003
"3","-13.3","-8.2","-6.1","+1.2","2.6",1,2003
"4","-6.1","-1.4","1.1","+8.1","9.5",1,2003
"5","-10.5","-4.0","1.3","+5.5","2.2",1,2003
"6","-19.6","-13.0","-3.8","-3.4","1.4",1,2003
"7","-30.8","-24.6","-19.0","-14.9","0.0",1,2003
"8","-35.3","-27.8","-22.6","-18.0","0.0",1,2003
"9","-32.1","-24.3","-18.4","-14.5","0.3",1,2003
"10","-18.4","-9.6","-6.0","+0.3","1.9",1,2003
"11","-29.3","-24.0","-7.8","-14.1","0.3",1,2003
"12","-33.4","-25.4","-16.3","-15.4","1.1",1,2003
"13","-27.1","-16.3","-9.6","-6.2","0.6",1,2003
"14","-19.3","-8.2","-2.6","+1.9","2.0",1,2003
"15","-24.6","-12.1","-2.6","-2.0","2.1",1,2003
"16","-9.6","-5.7","-0.4","+4.5","1.0",1,2003
"17","-0.7","1.4","2.3","+11.6","0.8",1,2003
"18","-4.3","-1.3","1.8","+8.9","0.0",1,2003
"19","0.0","1.0","2.3","+11.3","0.0",1,2003
"20","-0.5","0.1","1.2","+10.4","0.0",1,2003
"21","-7.8","-2.8","0.0","+7.5","0.0",1,2003
"22","-5.6","-3.4","-1.9","+6.9","0.3",1,2003
"23","-6.7","-4.2","-2.4","+6.1","0.0",1,2003
"24","-8.6","-7.7","-6.4","+2.6","0.2",1,2003
"25","-7.4","-6.8","-6.1","+3.5","0.0",1,2003
"26","-6.7","-3.9","-1.1","+6.4","0.6",1,2003
"27","-1.9","-0.6","1.0","+9.7","0.7",1,2003
"28","-1.4","-1.0","0.3","+9.3","0.0",1,2003
"29","-4.1","-2.5","-0.9","+7.7","1.8",1,2003
"30","-4.4","-0.3","2.3","+9.9","2.8",1,2003
"31","-3.9","-2.2","0.0","+8.0","0.5",1,2003
