"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","12.5","19.1","24.5","+1.0","0.0",8,2009
"2","14.0","20.2","25.0","+2.1","0.0",8,2009
"3","16.0","19.8","24.5","+1.8","0.0",8,2009
"4","13.7","19.2","24.4","+1.3","0.0",8,2009
"5","14.2","15.8","21.9","-2.0","7.4",8,2009
"6","9.8","13.8","17.4","-3.9","0.0",8,2009
"7","9.0","12.0","16.5","-5.6","0.0",8,2009
"8","9.8","12.2","15.5","-5.3","1.2",8,2009
"9","8.0","11.5","16.3","-5.9","0.6",8,2009
"10","7.5","14.9","24.0","-2.4","0.0",8,2009
"11","13.4","19.3","26.0","+2.2","0.0",8,2009
"12","13.2","19.6","25.3","+2.6","0.0",8,2009
"13","13.8","20.4","26.8","+3.5","0.0",8,2009
"14","15.9","19.4","25.0","+2.7","8.8",8,2009
"15","13.0","16.1","22.7","-0.5","1.8",8,2009
"16","12.0","13.7","17.7","-2.8","5.9",8,2009
"17","11.4","16.0","22.8","-0.3","0.9",8,2009
"18","17.0","20.8","25.5","+4.6","0.0",8,2009
"19","16.0","19.9","24.7","+3.9","0.0",8,2009
"20","13.0","14.9","19.5","-1.0","2.7",8,2009
"21","10.4","13.5","16.5","-2.2","0.0",8,2009
"22","14.5","18.7","27.2","+3.2","2.1",8,2009
"23","13.4","16.4","20.3","+1.0","6.0",8,2009
"24","10.2","15.7","20.6","+0.5","0.0",8,2009
"25","13.2","15.0","18.4","0.0","3.9",8,2009
"26","11.8","15.1","18.6","+0.3","0.3",8,2009
"27","11.4","16.2","21.3","+1.6","0.0",8,2009
"28","10.9","14.9","19.7","+0.5","0.3",8,2009
"29","13.0","15.6","20.2","+1.4","2.6",8,2009
"30","10.4","15.0","19.6","+1.0","0.0",8,2009
"31","10.1","15.8","22.2","+2.0","0.0",8,2009
