"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","4.1","6.1","8.7","+11.8","6.0",3,2002
"2","-1.5","4.7","10.7","+10.2","0.0",3,2002
"3","-0.1","2.5","5.8","+7.8","4.0",3,2002
"4","-2.0","-1.0","-0.1","+4.1","9.0",3,2002
"5","-3.6","-1.6","0.5","+3.2","0.0",3,2002
"6","-2.8","3.0","9.1","+7.6","0.0",3,2002
"7","1.7","7.8","15.0","+12.2","0.0",3,2002
"8","2.2","8.4","11.7","+12.5","0.0",3,2002
"9","-4.5","-0.9","2.7","+2.9","0.0",3,2002
"10","-7.0","2.1","10.4","+5.7","0.0",3,2002
"11","2.5","4.4","6.9","+7.7","2.0",3,2002
"12","-5.1","3.0","10.6","+6.0","0.0",3,2002
"13","-0.6","6.6","15.0","+9.3","0.0",3,2002
"14","1.2","7.5","14.3","+9.9","0.0",3,2002
"15","1.7","8.9","16.8","+11.0","0.0",3,2002
"16","-2.9","0.5","7.0","+2.3","0.0",3,2002
"17","-6.1","0.4","6.9","+1.9","0.0",3,2002
"18","-3.6","3.2","9.4","+4.4","0.0",3,2002
"19","0.8","2.8","6.2","+3.6","1.0",3,2002
"20","0.6","3.6","6.9","+4.1","0.4",3,2002
"21","0.9","6.1","12.0","+6.2","0.0",3,2002
"22","3.4","6.4","11.1","+6.2","0.0",3,2002
"23","-1.9","4.5","10.6","+3.9","0.0",3,2002
"24","-2.3","6.1","13.6","+5.1","0.0",3,2002
"25","2.0","6.2","11.1","+4.8","0.0",3,2002
"26","1.4","3.0","5.6","+1.2","0.1",3,2002
"27","0.1","1.9","3.5","-0.3","25.0",3,2002
"28","-0.4","-0.1","0.1","-2.7","7.0",3,2002
"29","-4.5","-0.8","2.7","-3.8","0.1",3,2002
"30","-1.5","6.3","14.0","+2.9","0.0",3,2002
"31","1.6","6.1","10.0","+2.3","0.0",3,2002
