"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","11.0","14.6","22.1","-4.2","",6,2016
"2","10.1","15.1","19.6","-3.9","",6,2016
"3","8.0","15.1","21.1","-4.1","",6,2016
"4","10.6","17.3","22.8","-2.1","",6,2016
"5","10.9","17.8","24.2","-1.7","",6,2016
"6","12.4","18.3","25.4","-1.4","",6,2016
"7","13.1","15.9","20.1","-4.0","",6,2016
"8","5.6","12.8","18.8","-7.2","",6,2016
"9","7.0","14.1","19.3","-6.1","",6,2016
"10","9.4","15.5","21.9","-4.8","",6,2016
"11","11.8","18.2","23.8","-2.3","",6,2016
"12","12.4","19.7","25.2","-0.9","",6,2016
"13","16.3","21.3","26.8","+0.5","",6,2016
"14","15.2","21.9","28.0","+1.0","",6,2016
"15","18.2","23.3","29.8","+2.3","",6,2016
"16","17.1","24.6","31.8","+3.4","",6,2016
"17","21.2","26.4","31.4","+5.1","",6,2016
"18","17.9","25.7","32.5","+4.3","",6,2016
"19","21.1","26.2","31.8","+4.6","",6,2016
"20","17.8","27.2","33.2","+5.5","",6,2016
"21","20.2","27.5","32.6","+5.7","",6,2016
"22","19.8","27.9","33.9","+6.0","",6,2016
"23","20.3","26.5","31.8","+4.5","",6,2016
"24","17.0","24.4","30.4","+2.3","",6,2016
"25","16.1","23.6","29.9","+1.3","",6,2016
"26","16.9","24.8","31.3","+2.4","",6,2016
"27","18.3","26.7","33.8","+4.2","",6,2016
"28","20.9","28.4","34.2","+5.8","",6,2016
"29","18.6","24.2","31.8","+1.6","",6,2016
"30","16.3","21.6","27.5","-1.1","",6,2016
