"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","-5.6","-3.9","0.0","+1.8","0.0",3,2005
"2","-12.9","-6.2","-1.7","-0.7","0.0",3,2005
"3","-6.6","-4.3","-1.3","+1.0","0.0",3,2005
"4","-8.2","-7.0","-4.6","-1.9","0.0",3,2005
"5","-8.7","-7.0","-3.6","-2.2","2.3",3,2005
"6","-9.9","-5.4","-0.1","-0.8","0.0",3,2005
"7","-6.0","-3.2","-0.5","+1.2","0.5",3,2005
"8","-0.7","0.2","1.2","+4.3","0.7",3,2005
"9","-1.5","-0.3","0.4","+3.5","2.0",3,2005
"10","-8.4","-3.7","-1.5","-0.1","0.5",3,2005
"11","-10.3","-6.2","0.7","-2.9","2.1",3,2005
"12","-16.2","-8.4","-2.4","-5.4","0.1",3,2005
"13","-2.4","2.1","4.3","+4.8","2.0",3,2005
"14","1.0","2.8","4.7","+5.2","0.4",3,2005
"15","-4.6","-1.4","1.4","+0.7","0.0",3,2005
"16","-1.4","-0.1","1.1","+1.7","3.3",3,2005
"17","-6.3","-2.6","-0.2","-1.1","0.0",3,2005
"18","-2.5","1.1","4.5","+2.3","5.0",3,2005
"19","-2.1","3.2","6.4","+4.0","6.8",3,2005
"20","-6.4","-5.3","-2.1","-4.8","0.4",3,2005
"21","-6.2","-4.3","-1.4","-4.2","0.2",3,2005
"22","-5.2","-4.2","-2.4","-4.4","0.9",3,2005
"23","-7.2","-3.3","0.9","-3.9","0.0",3,2005
"24","-5.5","-2.8","0.2","-3.8","0.4",3,2005
"25","-7.4","-3.2","0.5","-4.6","0.0",3,2005
"26","-3.2","-0.2","2.0","-2.0","0.8",3,2005
"27","-1.7","1.5","4.8","-0.7","0.4",3,2005
"28","-6.2","-2.2","1.7","-4.8","3.0",3,2005
"29","-10.6","-4.8","-1.5","-7.8","0.0",3,2005
"30","-10.2","-4.5","0.4","-7.9","0.0",3,2005
"31","-7.5","-3.2","1.1","-7.0","0.0",3,2005
