"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","-8.8","-7.2","-4.2","-4.3","0.0",12,2001
"2","-11.3","-8.4","-3.6","-5.4","0.0",12,2001
"3","-10.4","-8.3","-5.1","-5.2","0.0",12,2001
"4","-11.5","-9.0","-4.6","-5.7","0.0",12,2001
"5","-10.0","-7.5","-4.9","-4.1","2.0",12,2001
"6","-6.3","-4.9","-4.1","-1.4","4.0",12,2001
"7","-8.8","-7.0","-5.2","-3.4","1.0",12,2001
"8","-9.0","-7.1","-6.2","-3.4","4.6",12,2001
"9","-7.7","-5.7","-4.0","-1.8","5.1",12,2001
"10","-8.0","-6.7","-4.6","-2.7","5.3",12,2001
"11","-8.2","-5.5","-3.7","-1.4","2.2",12,2001
"12","-8.5","-7.1","-5.7","-2.9","0.1",12,2001
"13","-11.7","-10.3","-7.2","-6.0","0.0",12,2001
"14","-12.0","-10.0","-9.0","-5.6","0.0",12,2001
"15","-9.6","-8.8","-7.5","-4.3","4.0",12,2001
"16","-13.7","-10.3","-8.2","-5.7","0.1",12,2001
"17","-19.2","-13.3","-8.2","-8.5","3.0",12,2001
"18","-22.6","-17.4","-11.0","-12.5","0.7",12,2001
"19","-21.8","-15.2","-12.8","-10.2","0.0",12,2001
"20","-26.2","-21.0","-15.4","-15.9","0.0",12,2001
"21","-16.9","-7.9","-2.4","-2.7","0.2",12,2001
"22","-17.1","-7.7","0.0","-2.4","0.6",12,2001
"23","-3.5","-1.0","1.2","+4.4","2.6",12,2001
"24","-5.7","0.0","2.8","+5.5","4.0",12,2001
"25","-12.0","-9.8","0.2","-4.2","7.0",12,2001
"26","-12.2","-8.0","-6.5","-2.3","2.1",12,2001
"27","-7.4","-6.1","-5.1","-0.3","0.7",12,2001
"28","-8.6","-5.5","-3.6","+0.4","0.6",12,2001
"29","-4.7","0.5","1.5","+6.5","9.0",12,2001
"30","-0.1","1.5","2.7","+7.6","0.2",12,2001
"31","-1.2","1.5","4.1","+7.6","10.0",12,2001
