"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","13.1","16.1","19.6","-2.6","0.0",8,2003
"2","10.4","16.9","22.8","-1.6","0.0",8,2003
"3","9.9","16.7","22.9","-1.7","0.0",8,2003
"4","12.6","17.9","23.5","-0.4","0.0",8,2003
"5","11.6","18.5","25.3","+0.3","2.6",8,2003
"6","15.3","20.5","26.0","+2.5","0.1",8,2003
"7","15.9","21.8","26.9","+3.9","0.0",8,2003
"8","14.8","22.0","29.3","+4.2","0.0",8,2003
"9","17.4","22.5","29.3","+4.9","16.8",8,2003
"10","15.1","20.5","28.1","+3.0","0.2",8,2003
"11","14.4","18.5","21.8","+1.2","0.3",8,2003
"12","12.1","15.6","20.1","-1.6","8.9",8,2003
"13","13.5","15.0","16.7","-2.0","6.4",8,2003
"14","11.5","16.9","21.3","0.0","22.5",8,2003
"15","16.2","19.3","23.7","+2.6","0.8",8,2003
"16","14.6","17.9","20.9","+1.4","5.6",8,2003
"17","16.8","20.4","24.9","+4.0","1.9",8,2003
"18","15.0","21.0","26.4","+4.8","0.0",8,2003
"19","13.4","20.4","27.0","+4.4","0.0",8,2003
"20","12.6","19.5","26.1","+3.7","0.0",8,2003
"21","12.5","19.3","25.4","+3.6","0.0",8,2003
"22","13.6","19.8","26.5","+4.3","0.0",8,2003
"23","13.2","18.7","25.7","+3.4","2.6",8,2003
"24","13.1","19.4","26.2","+4.3","0.0",8,2003
"25","12.7","19.7","27.2","+4.8","0.0",8,2003
"26","13.3","20.7","27.9","+6.0","0.0",8,2003
"27","12.7","20.6","28.2","+6.1","0.0",8,2003
"28","14.2","21.0","28.4","+6.7","0.0",8,2003
"29","13.1","20.6","27.7","+6.5","0.0",8,2003
"30","16.2","22.4","28.3","+8.5","0.0",8,2003
"31","12.5","15.7","25.0","+2.0","6.8",8,2003
