"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","10.0","12.4","16.0","-7.1","0.0",7,2013
"2","5.7","13.0","19.5","-6.5","0.5",7,2013
"3","8.8","14.0","18.6","-5.6","0.0",7,2013
"4","12.8","14.8","17.5","-4.8","21.0",7,2013
"5","13.3","18.1","25.0","-1.6","0.0",7,2013
"6","14.4","21.0","27.2","+1.3","0.0",7,2013
"7","13.4","20.8","29.3","+1.1","0.8",7,2013
"8","15.8","18.3","22.5","-1.4","0.0",7,2013
"9","9.0","16.2","23.0","-3.6","1.0",7,2013
"10","14.0","16.9","20.5","-2.9","0.3",7,2013
"11","8.7","17.5","24.4","-2.3","0.0",7,2013
"12","13.6","21.5","28.6","+1.7","0.0",7,2013
"13","18.0","24.3","31.0","+4.5","0.0",7,2013
"14","19.6","25.0","30.0","+5.2","0.0",7,2013
"15","16.3","20.5","27.0","+0.7","35.0",7,2013
"16","12.0","16.6","21.0","-3.2","10.0",7,2013
"17","12.0","16.2","21.8","-3.6","3.0",7,2013
"18","13.4","17.2","21.8","-2.5","4.0",7,2013
"19","14.2","17.2","22.5","-2.5","0.8",7,2013
"20","11.2","16.5","21.1","-3.2","1.0",7,2013
"21","14.3","18.3","23.8","-1.4","6.0",7,2013
"22","15.0","19.1","24.0","-0.5","10.3",7,2013
"23","16.8","22.1","28.0","+2.5","4.0",7,2013
"24","16.4","22.3","28.1","+2.8","0.0",7,2013
"25","14.1","20.8","27.7","+1.3","0.0",7,2013
"26","13.3","20.6","26.7","+1.2","0.0",7,2013
"27","15.4","21.8","27.0","+2.4","0.0",7,2013
"28","17.0","22.1","27.0","+2.8","0.0",7,2013
"29","15.4","22.0","27.4","+2.8","0.0",7,2013
"30","14.4","21.6","27.1","+2.4","0.0",7,2013
"31","14.6","21.5","26.6","+2.4","0.0",7,2013
