"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","11.5","17.0","21.4","+1.5","0.0",6,2008
"2","11.8","18.0","24.3","+2.3","0.4",6,2008
"3","13.0","16.0","21.1","+0.1","4.3",6,2008
"4","9.2","13.7","18.2","-2.4","1.1",6,2008
"5","11.6","13.9","16.6","-2.4","19.5",6,2008
"6","9.2","14.4","21.1","-2.1","1.1",6,2008
"7","12.1","14.8","18.7","-1.9","0.5",6,2008
"8","7.0","13.2","17.1","-3.7","0.0",6,2008
"9","6.9","12.4","15.4","-4.7","0.0",6,2008
"10","6.0","9.8","14.0","-7.5","0.0",6,2008
"11","6.5","11.5","16.9","-5.9","1.8",6,2008
"12","9.8","14.7","19.1","-2.9","0.5",6,2008
"13","11.9","17.5","24.3","-0.2","2.7",6,2008
"14","10.3","19.4","26.1","+1.5","0.0",6,2008
"15","15.9","22.0","27.5","+4.0","0.0",6,2008
"16","15.2","18.0","22.2","-0.2","0.1",6,2008
"17","9.5","15.5","20.8","-2.8","0.0",6,2008
"18","9.5","18.6","25.3","+0.2","0.0",6,2008
"19","10.4","20.6","27.8","+2.0","0.0",6,2008
"20","13.4","22.7","30.1","+4.0","0.0",6,2008
"21","15.3","24.9","32.9","+6.1","0.0",6,2008
"22","17.6","23.4","27.6","+4.5","0.0",6,2008
"23","14.1","19.4","23.9","+0.4","0.0",6,2008
"24","6.7","16.3","21.7","-2.8","0.0",6,2008
"25","7.6","17.7","25.0","-1.5","0.0",6,2008
"26","10.2","20.3","28.7","+1.0","0.0",6,2008
"27","14.4","22.6","29.4","+3.2","0.0",6,2008
"28","16.8","21.9","29.9","+2.5","0.1",6,2008
"29","15.4","17.0","19.7","-2.5","2.1",6,2008
"30","13.9","19.8","25.2","+0.2","0.0",6,2008
