"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","-20.2","-14.5","-4.5","+0.4","0.0",2,2004
"2","-16.8","-12.2","-4.6","+2.6","0.0",2,2004
"3","-8.6","-5.7","0.2","+9.0","0.0",2,2004
"4","-17.0","-12.9","-9.9","+1.7","0.0",2,2004
"5","-21.0","-16.2","-7.5","-1.8","0.0",2,2004
"6","-21.5","-15.9","-7.1","-1.6","0.0",2,2004
"7","-16.8","-11.6","-6.2","+2.6","0.0",2,2004
"8","-11.7","-8.3","-5.2","+5.8","0.5",2,2004
"9","-6.5","-3.8","0.0","+10.2","1.2",2,2004
"10","-10.1","-7.4","-4.6","+6.5","1.0",2,2004
"11","-15.3","-10.3","-3.8","+3.5","0.0",2,2004
"12","-12.8","-8.3","-3.8","+5.3","0.4",2,2004
"13","-20.1","-12.0","-6.7","+1.5","0.0",2,2004
"14","-8.5","-6.9","-3.6","+6.5","0.0",2,2004
"15","-18.9","-11.4","-4.0","+1.9","0.0",2,2004
"16","-19.4","-15.2","-11.9","-2.0","0.0",2,2004
"17","-22.2","-20.2","-18.4","-7.1","0.0",2,2004
"18","-26.3","-22.0","-18.6","-9.0","2.0",2,2004
"19","-25.8","-20.4","-16.7","-7.5","1.0",2,2004
"20","-29.9","-24.6","-16.9","-11.8","0.0",2,2004
"21","-30.2","-21.7","-8.0","-9.0","0.0",2,2004
"22","-10.6","-4.4","1.1","+8.2","0.0",2,2004
"23","-11.2","-2.6","3.2","+9.9","0.0",2,2004
"24","-13.1","-2.7","6.2","+9.7","0.0",2,2004
"25","-9.1","-3.0","2.2","+9.3","0.0",2,2004
"26","-9.9","-3.5","2.9","+8.7","0.0",2,2004
"27","-8.3","-2.5","4.5","+9.6","0.0",2,2004
"28","-1.4","0.9","8.7","+12.9","0.0",2,2004
"29","-7.6","-1.8","4.5","+10.2","0.0",2,2004
