"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","0.1","1.6","4.5","+4.2","0.8",11,2006
"2","-2.0","1.9","9.5","+4.9","0.0",11,2006
"3","0.3","3.1","6.6","+6.6","0.0",11,2006
"4","1.8","3.0","4.2","+6.9","0.0",11,2006
"5","1.7","3.0","4.0","+7.3","0.0",11,2006
"6","2.4","5.5","9.9","+10.2","0.0",11,2006
"7","-4.2","2.1","10.2","+7.2","4.0",11,2006
"8","-6.9","-4.7","-2.2","+0.7","0.0",11,2006
"9","-8.6","-4.4","-0.4","+1.4","0.3",11,2006
"10","-2.4","-0.3","3.3","+5.8","0.2",11,2006
"11","0.4","4.7","7.7","+11.2","2.0",11,2006
"12","3.8","5.6","7.4","+12.4","0.0",11,2006
"13","-3.1","-0.3","3.8","+6.8","4.0",11,2006
"14","-8.5","-5.7","-2.9","+1.8","0.0",11,2006
"15","-7.8","-4.3","-1.4","+3.5","0.0",11,2006
"16","-1.5","-0.1","0.0","+7.9","3.0",11,2006
"17","-1.0","0.1","0.8","+8.4","4.0",11,2006
"18","-8.2","-5.2","-1.0","+3.4","5.3",11,2006
"19","-16.2","-14.3","-8.2","-5.5","6.0",11,2006
"20","-21.8","-20.4","-16.2","-11.3","1.0",11,2006
"21","-24.1","-19.8","-14.4","-10.5","0.0",11,2006
"22","-20.7","-17.5","-13.4","-8.0","0.0",11,2006
"23","-21.7","-16.3","-9.5","-6.5","0.0",11,2006
"24","-10.7","-5.4","-3.4","+4.6","4.0",11,2006
"25","-18.1","-9.2","-4.8","+1.0","3.0",11,2006
"26","-22.6","-21.1","-18.1","-10.8","0.3",11,2006
"27","-23.8","-23.3","-22.4","-12.8","0.4",11,2006
"28","-27.9","-25.5","-23.0","-14.8","0.5",11,2006
"29","-26.7","-22.5","-17.0","-11.7","1.0",11,2006
"30","-23.5","-19.2","-17.0","-8.2","3.0",11,2006
