"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","11.3","19.6","27.3","+0.8","0.0",8,"2018"
"2","16.7","18.9","22.8","+0.1","1.0",8,"2018"
"3","13.1","19.6","26.8","+0.9","0.0",8,"2018"
"4","12.0","16.6","23.5","-2.0","0.0",8,"2018"
"5","14.1","17.6","23.3","-1.0","4.0",8,"2018"
"6","15.9","21.2","28.9","+2.7","1.0",8,"2018"
"7","15.1","22.3","28.3","+3.9","0.0",8,"2018"
"8","14.8","19.9","28.1","+1.6","0.8",8,"2018"
"9","14.8","18.5","23.8","+0.3","2.0",8,"2018"
"10","11.4","14.2","18.7","-3.9","1.0",8,"2018"
"11","13.2","17.9","24.7","-0.1","2.0",8,"2018"
"12","12.6","17.4","23.4","-0.5","0.0",8,"2018"
"13","15.4","20.8","28.4","+3.0","2.0",8,"2018"
"14","15.6","20.5","26.8","+2.9","0.0",8,"2018"
"15","13.2","15.4","20.7","-2.1","22.0",8,"2018"
"16","12.4","18.1","23.6","+0.7","0.0",8,"2018"
"17","15.9","18.2","21.7","+1.0","0.0",8,"2018"
"18","8.2","14.0","19.6","-3.1","0.0",8,"2018"
"19","10.6","13.2","17.3","-3.7","0.0",8,"2018"
"20","9.6","12.7","17.6","-4.0","1.3",8,"2018"
"21","9.0","14.8","22.1","-1.7","1.0",8,"2018"
"22","12.2","17.8","25.2","+1.4","8.5",8,"2018"
"23","11.0","14.2","20.8","-2.0","9.0",8,"2018"
"24","7.9","11.1","14.7","-4.9","0.0",8,"2018"
"25","9.8","11.9","15.4","-3.9","3.0",8,"2018"
"26","14.0","15.9","18.6","+0.3","0.7",8,"2018"
"27","11.3","13.1","15.6","-2.2","3.0",8,"2018"
"28","9.4","13.9","19.7","-1.2","0.0",8,"2018"
"29","11.3","16.8","23.4","+1.9","0.0",8,"2018"
"30","11.6","16.3","21.0","+1.6","0.0",8,"2018"
"31","7.7","12.1","16.0","-2.3","0.0",8,"2018"
