"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","11.5","21.4","29.2","+5.5","0.0",6,2012
"2","13.3","22.2","28.8","+6.0","0.3",6,2012
"3","18.5","23.5","29.0","+7.1","0.0",6,2012
"4","14.3","20.5","26.4","+3.9","24.0",6,2012
"5","10.0","12.5","16.4","-4.3","27.0",6,2012
"6","11.0","15.7","20.2","-1.4","0.0",6,2012
"7","8.6","17.4","25.0","+0.1","0.0",6,2012
"8","11.5","20.3","27.0","+2.9","0.0",6,2012
"9","19.0","22.9","28.5","+5.3","0.0",6,2012
"10","17.1","22.1","27.1","+4.3","0.7",6,2012
"11","14.6","17.2","21.5","-0.8","0.4",6,2012
"12","13.5","19.3","24.7","+1.2","2.0",6,2012
"13","13.0","19.3","25.3","+1.0","3.0",6,2012
"14","15.3","21.2","27.4","+2.8","0.0",6,2012
"15","15.0","23.3","29.0","+4.8","0.0",6,2012
"16","14.0","21.3","27.0","+2.6","0.0",6,2012
"17","13.0","17.6","25.3","-1.2","0.0",6,2012
"18","13.6","20.9","28.0","+2.0","0.0",6,2012
"19","15.5","23.5","30.5","+4.5","0.0",6,2012
"20","21.5","25.8","31.5","+6.7","0.0",6,2012
"21","19.7","27.3","33.5","+8.1","0.0",6,2012
"22","21.5","25.4","30.3","+6.2","0.6",6,2012
"23","19.5","24.8","29.4","+5.5","1.0",6,2012
"24","16.7","21.9","27.2","+2.5","0.0",6,2012
"25","13.0","20.3","25.5","+0.9","0.0",6,2012
"26","14.5","19.6","24.1","+0.1","0.0",6,2012
"27","13.0","18.3","23.9","-1.2","0.0",6,2012
"28","11.0","18.3","24.7","-1.2","0.0",6,2012
"29","12.0","17.9","24.8","-1.6","0.0",6,2012
"30","13.6","21.7","28.3","+2.2","0.0",6,2012
