"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","7.7","10.4","15.7","0.0","0.0",5,2011
"2","1.4","8.0","13.2","-2.6","0.0",5,2011
"3","8.2","14.1","22.4","+3.2","2.3",5,2011
"4","11.1","16.7","24.0","+5.6","0.8",5,2011
"5","11.9","17.2","22.8","+5.9","0.0",5,2011
"6","11.4","13.5","16.1","+2.0","0.5",5,2011
"7","11.2","15.3","21.1","+3.6","0.0",5,2011
"8","9.4","15.6","20.3","+3.7","0.1",5,2011
"9","10.7","14.5","18.3","+2.4","0.0",5,2011
"10","5.1","14.2","20.2","+1.9","0.0",5,2011
"11","9.1","14.2","18.8","+1.7","0.0",5,2011
"12","2.5","12.7","19.7","0.0","0.0",5,2011
"13","7.6","11.7","15.2","-1.1","0.7",5,2011
"14","5.4","7.5","11.5","-5.5","3.7",5,2011
"15","6.9","10.0","13.0","-3.2","0.0",5,2011
"16","7.5","11.0","14.7","-2.4","0.0",5,2011
"17","6.8","10.1","12.5","-3.4","6.1",5,2011
"18","6.4","12.7","20.0","-1.0","2.4",5,2011
"19","7.3","14.0","20.0","+0.2","0.0",5,2011
"20","6.1","16.3","24.5","+2.3","0.0",5,2011
"21","11.3","18.5","25.0","+4.4","0.0",5,2011
"22","13.3","19.5","24.6","+5.2","0.0",5,2011
"23","8.8","18.3","24.8","+3.9","0.0",5,2011
"24","12.8","16.7","20.4","+2.1","6.0",5,2011
"25","7.4","16.7","24.0","+2.0","0.0",5,2011
"26","8.5","11.9","18.6","-2.9","2.3",5,2011
"27","7.6","13.6","18.9","-1.3","0.0",5,2011
"28","5.4","15.8","24.5","+0.7","0.0",5,2011
"29","13.0","20.7","27.2","+5.5","0.0",5,2011
"30","16.9","21.6","25.7","+6.3","0.0",5,2011
"31","11.7","19.4","24.9","+4.0","0.0",5,2011
