"day","temp_min","temp_avg","temp_max","temp_diff","precip_mm","month","year"
"1","-1.2","1.7","3.5","-0.2","0.7",11,2014
"2","-2.9","-1.6","0.1","-3.3","0.0",11,2014
"3","-2.9","-0.7","0.5","-2.1","6.0",11,2014
"4","-0.2","1.8","4.6","+0.6","0.0",11,2014
"5","1.7","2.9","4.1","+2.0","0.0",11,2014
"6","4.1","5.1","6.4","+4.4","0.0",11,2014
"7","4.3","5.5","7.3","+5.0","4.6",11,2014
"8","6.5","7.6","8.8","+7.4","2.3",11,2014
"9","2.7","4.5","8.0","+4.5","5.0",11,2014
"10","-1.2","2.8","5.7","+3.0","2.0",11,2014
"11","3.0","4.4","5.5","+4.8","0.0",11,2014
"12","4.2","5.5","5.7","+6.2","0.0",11,2014
"13","4.2","5.0","5.6","+5.9","0.3",11,2014
"14","-0.6","3.0","5.0","+4.1","0.0",11,2014
"15","-1.8","0.1","1.2","+1.4","0.0",11,2014
"16","-4.8","-3.4","-0.2","-1.9","0.0",11,2014
"17","-5.3","-4.8","-3.7","-3.1","0.0",11,2014
"18","-4.4","-3.4","-1.3","-1.6","0.0",11,2014
"19","-10.7","-7.2","-3.4","-5.2","0.0",11,2014
"20","-11.4","-8.4","-3.8","-6.2","0.0",11,2014
"21","-10.7","-7.2","-1.8","-4.8","0.0",11,2014
"22","-7.9","-3.4","1.0","-0.9","0.0",11,2014
"23","-6.8","-3.4","-0.4","-0.7","0.0",11,2014
"24","-2.3","-1.9","-0.6","+1.0","0.0",11,2014
"25","-4.4","-3.3","-1.9","-0.3","0.0",11,2014
"26","-6.7","-6.2","-4.4","-3.0","0.0",11,2014
"27","-9.2","-6.4","-4.9","-3.1","0.0",11,2014
"28","-11.6","-9.0","-6.3","-5.5","0.0",11,2014
"29","-11.9","-9.7","-7.0","-6.1","0.0",11,2014
"30","-12.5","-9.7","-7.2","-6.0","0.0",11,2014
